,date,cluster,keyword_sum
2028,2023-03-01,insurance,98575
2029,2023-03-01,legal,400539
2030,2023-03-01,manufacturing,155620
2031,2023-03-01,media & social networks,31139
2032,2023-03-01,non-profit organizations,11522
2033,2023-03-01,public administration,72555
2034,2023-03-01,real estate & leasing,21910
2035,2023-03-01,sports & activities,46399
2036,2023-03-01,telecommunications,36723
2037,2023-03-01,transportation,53866
2038,2023-03-01,video & photography,36984
2039,2023-03-01,"warehousing, storage & delivery",14633
2040,2023-03-02,accommodation,74460
2041,2023-03-02,"advertising, marketing & research",7744
2042,2023-03-02,"agriculture, farm animals & forestry",919
2043,2023-03-02,animal care & products for animals,5470
2044,2023-03-02,arts & design,8414
2045,2023-03-02,automotive,18820
2046,2023-03-02,beauty & personal care,26434
2047,2023-03-02,construction,230289
2048,2023-03-02,consulting,44126
2049,2023-03-02,e-commerce & retail trade,4502
2050,2023-03-02,education,327230
2051,2023-03-02,energy,115670
2052,2023-03-02,engineering & architecture,1016
2053,2023-03-02,entertainment & recreation,10215
2054,2023-03-02,event organization,62568
2055,2023-03-02,fashion,203512
2056,2023-03-02,finance,156898
2057,2023-03-02,food & beverages,33951
2058,2023-03-02,health care and social assistance,14104
2059,2023-03-02,home care & home services,21125
2060,2023-03-02,human resources,32373
2061,2023-03-02,information technology,74141
2062,2023-03-02,insurance,81511
2063,2023-03-02,legal,353402
2064,2023-03-02,manufacturing,134366
2065,2023-03-02,media & social networks,27111
2066,2023-03-02,non-profit organizations,8739
2067,2023-03-02,public administration,60718
2068,2023-03-02,real estate & leasing,9252
2069,2023-03-02,sports & activities,38956
2070,2023-03-02,telecommunications,33454
2071,2023-03-02,transportation,47351
2072,2023-03-02,video & photography,27750
2073,2023-03-02,"warehousing, storage & delivery",14071
2074,2023-03-03,accommodation,65117
2075,2023-03-03,"advertising, marketing & research",6767
2076,2023-03-03,"agriculture, farm animals & forestry",1223
2077,2023-03-03,animal care & products for animals,4812
2078,2023-03-03,arts & design,7376
2079,2023-03-03,automotive,19174
2080,2023-03-03,beauty & personal care,25844
2081,2023-03-03,construction,196462
2082,2023-03-03,consulting,39504
2083,2023-03-03,e-commerce & retail trade,4605
2084,2023-03-03,education,280484
2085,2023-03-03,energy,101708
2086,2023-03-03,engineering & architecture,1043
2087,2023-03-03,entertainment & recreation,9209
2088,2023-03-03,event organization,54540
2089,2023-03-03,fashion,183366
2090,2023-03-03,finance,131738
2091,2023-03-03,food & beverages,35488
2092,2023-03-03,health care and social assistance,10693
2093,2023-03-03,home care & home services,18330
2094,2023-03-03,human resources,24072
2095,2023-03-03,information technology,66064
2096,2023-03-03,insurance,72072
2097,2023-03-03,legal,309459
2098,2023-03-03,manufacturing,118395
2099,2023-03-03,media & social networks,22858
2100,2023-03-03,non-profit organizations,6801
2101,2023-03-03,public administration,49145
2102,2023-03-03,real estate & leasing,8463
2103,2023-03-03,sports & activities,31722
2104,2023-03-03,telecommunications,31171
2105,2023-03-03,transportation,45980
2106,2023-03-03,video & photography,26468
2107,2023-03-03,"warehousing, storage & delivery",14053
2108,2023-03-04,accommodation,28970
2109,2023-03-04,"advertising, marketing & research",1939
2110,2023-03-04,"agriculture, farm animals & forestry",316
2111,2023-03-04,animal care & products for animals,2539
2112,2023-03-04,arts & design,3087
2113,2023-03-04,automotive,5134
2114,2023-03-04,beauty & personal care,11713
2115,2023-03-04,construction,88904
2116,2023-03-04,consulting,16401
2117,2023-03-04,e-commerce & retail trade,2672
2118,2023-03-04,education,134624
2119,2023-03-04,energy,48794
2120,2023-03-04,engineering & architecture,225
2121,2023-03-04,entertainment & recreation,3912
2122,2023-03-04,event organization,21793
2123,2023-03-04,fashion,74917
2124,2023-03-04,finance,65545
2125,2023-03-04,food & beverages,20077
2126,2023-03-04,health care and social assistance,6116
2127,2023-03-04,home care & home services,9497
2128,2023-03-04,human resources,10088
2129,2023-03-04,information technology,28071
2130,2023-03-04,insurance,33284
2131,2023-03-04,legal,144792
2132,2023-03-04,manufacturing,50828
2133,2023-03-04,media & social networks,10927
2134,2023-03-04,non-profit organizations,2802
2135,2023-03-04,public administration,18592
2136,2023-03-04,real estate & leasing,4802
2137,2023-03-04,sports & activities,16144
2138,2023-03-04,telecommunications,11919
2139,2023-03-04,transportation,22785
2140,2023-03-04,video & photography,12072
2141,2023-03-04,"warehousing, storage & delivery",7782
2142,2023-03-05,accommodation,35107
2143,2023-03-05,"advertising, marketing & research",3116
2144,2023-03-05,"agriculture, farm animals & forestry",294
2145,2023-03-05,animal care & products for animals,2904
2146,2023-03-05,arts & design,3729
2147,2023-03-05,automotive,7343
2148,2023-03-05,beauty & personal care,12481
2149,2023-03-05,construction,104718
2150,2023-03-05,consulting,19870
2151,2023-03-05,e-commerce & retail trade,2242
2152,2023-03-05,education,158058
2153,2023-03-05,energy,57784
2154,2023-03-05,engineering & architecture,366
2155,2023-03-05,entertainment & recreation,4661
2156,2023-03-05,event organization,27745
2157,2023-03-05,fashion,87344
2158,2023-03-05,finance,75061
2159,2023-03-05,food & beverages,15774
2160,2023-03-05,health care and social assistance,5604
2161,2023-03-05,home care & home services,9047
2162,2023-03-05,human resources,11434
2163,2023-03-05,information technology,34123
2164,2023-03-05,insurance,38462
2165,2023-03-05,legal,171840
2166,2023-03-05,manufacturing,62683
2167,2023-03-05,media & social networks,13263
2168,2023-03-05,non-profit organizations,3709
2169,2023-03-05,public administration,21778
2170,2023-03-05,real estate & leasing,5729
2171,2023-03-05,sports & activities,19366
2172,2023-03-05,telecommunications,14300
2173,2023-03-05,transportation,27377
2174,2023-03-05,video & photography,15320
2175,2023-03-05,"warehousing, storage & delivery",9569
2176,2023-03-06,accommodation,80679
2177,2023-03-06,"advertising, marketing & research",8339
2178,2023-03-06,"agriculture, farm animals & forestry",1117
2179,2023-03-06,animal care & products for animals,7061
2180,2023-03-06,arts & design,9889
2181,2023-03-06,automotive,18665
2182,2023-03-06,beauty & personal care,29539
2183,2023-03-06,construction,249155
2184,2023-03-06,consulting,50645
2185,2023-03-06,e-commerce & retail trade,5104
2186,2023-03-06,education,352072
2187,2023-03-06,energy,123291
2188,2023-03-06,engineering & architecture,1454
2189,2023-03-06,entertainment & recreation,11232
2190,2023-03-06,event organization,67864
2191,2023-03-06,fashion,236034
2192,2023-03-06,finance,164460
2193,2023-03-06,food & beverages,49840
2194,2023-03-06,health care and social assistance,14683
2195,2023-03-06,home care & home services,22662
2196,2023-03-06,human resources,31678
2197,2023-03-06,information technology,82520
2198,2023-03-06,insurance,87331
2199,2023-03-06,legal,374977
2200,2023-03-06,manufacturing,148034
2201,2023-03-06,media & social networks,27874
2202,2023-03-06,non-profit organizations,9685
2203,2023-03-06,public administration,66729
2204,2023-03-06,real estate & leasing,9239
2205,2023-03-06,sports & activities,44743
2206,2023-03-06,telecommunications,34449
2207,2023-03-06,transportation,51735
2208,2023-03-06,video & photography,29281
2209,2023-03-06,"warehousing, storage & delivery",13890
2210,2023-03-07,accommodation,77038
2211,2023-03-07,"advertising, marketing & research",8046
2212,2023-03-07,"agriculture, farm animals & forestry",1241
2213,2023-03-07,animal care & products for animals,4858
2214,2023-03-07,arts & design,10300
2215,2023-03-07,automotive,18056
2216,2023-03-07,beauty & personal care,29039
2217,2023-03-07,construction,240730
2218,2023-03-07,consulting,48120
2219,2023-03-07,e-commerce & retail trade,5750
2220,2023-03-07,education,348776
2221,2023-03-07,energy,120371
2222,2023-03-07,engineering & architecture,1056
2223,2023-03-07,entertainment & recreation,10834
2224,2023-03-07,event organization,70894
2225,2023-03-07,fashion,220307
2226,2023-03-07,finance,164999
2227,2023-03-07,food & beverages,34526
2228,2023-03-07,health care and social assistance,15409
2229,2023-03-07,home care & home services,23710
2230,2023-03-07,human resources,35193
2231,2023-03-07,information technology,76804
2232,2023-03-07,insurance,91082
2233,2023-03-07,legal,375311
2234,2023-03-07,manufacturing,142411
2235,2023-03-07,media & social networks,28585
2236,2023-03-07,non-profit organizations,9498
2237,2023-03-07,public administration,68502
2238,2023-03-07,real estate & leasing,9183
2239,2023-03-07,sports & activities,40585
2240,2023-03-07,telecommunications,36195
2241,2023-03-07,transportation,49160
2242,2023-03-07,video & photography,30628
2243,2023-03-07,"warehousing, storage & delivery",15960
2244,2023-03-08,accommodation,84315
2245,2023-03-08,"advertising, marketing & research",7921
2246,2023-03-08,"agriculture, farm animals & forestry",1697
2247,2023-03-08,animal care & products for animals,8596
2248,2023-03-08,arts & design,9825
2249,2023-03-08,automotive,20097
2250,2023-03-08,beauty & personal care,29194
2251,2023-03-08,construction,251924
2252,2023-03-08,consulting,52034
2253,2023-03-08,e-commerce & retail trade,5592
2254,2023-03-08,education,351574
2255,2023-03-08,energy,124263
2256,2023-03-08,engineering & architecture,1146
2257,2023-03-08,entertainment & recreation,11571
2258,2023-03-08,event organization,72713
2259,2023-03-08,fashion,226273
2260,2023-03-08,finance,167046
2261,2023-03-08,food & beverages,33229
2262,2023-03-08,health care and social assistance,16081
2263,2023-03-08,home care & home services,25899
2264,2023-03-08,human resources,37315
2265,2023-03-08,information technology,81855
2266,2023-03-08,insurance,87483
2267,2023-03-08,legal,371353
2268,2023-03-08,manufacturing,142856
2269,2023-03-08,media & social networks,27987
2270,2023-03-08,non-profit organizations,9284
2271,2023-03-08,public administration,69831
2272,2023-03-08,real estate & leasing,12593
2273,2023-03-08,sports & activities,44411
2274,2023-03-08,telecommunications,37320
2275,2023-03-08,transportation,51292
2276,2023-03-08,video & photography,33516
2277,2023-03-08,"warehousing, storage & delivery",16915
2278,2023-03-09,accommodation,73306
2279,2023-03-09,"advertising, marketing & research",7895
2280,2023-03-09,"agriculture, farm animals & forestry",1099
2281,2023-03-09,animal care & products for animals,5677
2282,2023-03-09,arts & design,8458
2283,2023-03-09,automotive,17147
2284,2023-03-09,beauty & personal care,26499
2285,2023-03-09,construction,225594
2286,2023-03-09,consulting,45110
2287,2023-03-09,e-commerce & retail trade,5178
2288,2023-03-09,education,319218
2289,2023-03-09,energy,113668
2290,2023-03-09,engineering & architecture,1025
2291,2023-03-09,entertainment & recreation,10027
2292,2023-03-09,event organization,65311
2293,2023-03-09,fashion,214649
2294,2023-03-09,finance,148749
2295,2023-03-09,food & beverages,35931
2296,2023-03-09,health care and social assistance,15849
2297,2023-03-09,home care & home services,20801
2298,2023-03-09,human resources,30924
2299,2023-03-09,information technology,71608
2300,2023-03-09,insurance,81928
2301,2023-03-09,legal,342394
2302,2023-03-09,manufacturing,131693
2303,2023-03-09,media & social networks,26281
2304,2023-03-09,non-profit organizations,8475
2305,2023-03-09,public administration,61859
2306,2023-03-09,real estate & leasing,9171
2307,2023-03-09,sports & activities,39668
2308,2023-03-09,telecommunications,37304
2309,2023-03-09,transportation,47223
2310,2023-03-09,video & photography,27393
2311,2023-03-09,"warehousing, storage & delivery",13657
2312,2023-03-10,accommodation,66522
2313,2023-03-10,"advertising, marketing & research",5858
2314,2023-03-10,"agriculture, farm animals & forestry",782
2315,2023-03-10,animal care & products for animals,5246
2316,2023-03-10,arts & design,6475
2317,2023-03-10,automotive,14985
2318,2023-03-10,beauty & personal care,19881
2319,2023-03-10,construction,179027
2320,2023-03-10,consulting,32095
2321,2023-03-10,e-commerce & retail trade,3152
2322,2023-03-10,education,253752
2323,2023-03-10,energy,92100
2324,2023-03-10,engineering & architecture,646
2325,2023-03-10,entertainment & recreation,8511
2326,2023-03-10,event organization,50670
2327,2023-03-10,fashion,164538
2328,2023-03-10,finance,127454
2329,2023-03-10,food & beverages,34191
2330,2023-03-10,health care and social assistance,11064
2331,2023-03-10,home care & home services,14970
2332,2023-03-10,human resources,24528
2333,2023-03-10,information technology,56940
2334,2023-03-10,insurance,67429
2335,2023-03-10,legal,279068
2336,2023-03-10,manufacturing,105947
2337,2023-03-10,media & social networks,21672
2338,2023-03-10,non-profit organizations,7193
2339,2023-03-10,public administration,47120
2340,2023-03-10,real estate & leasing,8163
2341,2023-03-10,sports & activities,28525
2342,2023-03-10,telecommunications,25896
2343,2023-03-10,transportation,37889
2344,2023-03-10,video & photography,23362
2345,2023-03-10,"warehousing, storage & delivery",10876
2346,2023-03-11,accommodation,26692
2347,2023-03-11,"advertising, marketing & research",2298
2348,2023-03-11,"agriculture, farm animals & forestry",329
2349,2023-03-11,animal care & products for animals,3614
2350,2023-03-11,arts & design,3054
2351,2023-03-11,automotive,5394
2352,2023-03-11,beauty & personal care,10263
2353,2023-03-11,construction,74920
2354,2023-03-11,consulting,15194
2355,2023-03-11,e-commerce & retail trade,2134
2356,2023-03-11,education,119755
2357,2023-03-11,energy,42215
2358,2023-03-11,engineering & architecture,303
2359,2023-03-11,entertainment & recreation,3261
2360,2023-03-11,event organization,21356
2361,2023-03-11,fashion,69770
2362,2023-03-11,finance,58232
2363,2023-03-11,food & beverages,10349
2364,2023-03-11,health care and social assistance,4297
2365,2023-03-11,home care & home services,8126
2366,2023-03-11,human resources,8338
2367,2023-03-11,information technology,25201
2368,2023-03-11,insurance,30773
2369,2023-03-11,legal,132838
2370,2023-03-11,manufacturing,46269
2371,2023-03-11,media & social networks,9201
2372,2023-03-11,non-profit organizations,3299
2373,2023-03-11,public administration,16334
2374,2023-03-11,real estate & leasing,4961
2375,2023-03-11,sports & activities,11795
